********************************************************************************
*      Signed document issued by Sphere Online Judge  (http://www.spoj.com)      
********************************************************************************

----- BEGIN OF DATA -----
Submissions by [akhiluanandh] in contest [SPOJ].  DoI: 2015-05-30 15:17:24.
/------------------------------------------------------------------------------\
|   ID    |        DATE         |  PROBLEM  |  RESULT   | TIME  |  MEM   | LNG |
| 12474340 | 2014-09-27 12:03:20 |  DCEPC11B |        WA |  0.01 |   2736 | C++ |
| 12473617 | 2014-09-27 10:29:24 |  DCEPCA06 |        AC |  0.97 | 1372160 | JAV |
| 12473611 | 2014-09-27 10:28:24 |  DCEPCA06 |        CE |  0.00 |      0 | JAV |
| 12473227 | 2014-09-27 09:06:37 |  IITKWPCE |        AC |  1.02 |   6772 | C++ |
| 12469408 | 2014-09-26 18:49:13 |  COLORSEG |       TLE | -1.00 |  29120 | C++ |
| 12450532 | 2014-09-24 20:12:27 |   GCPC11J |        AC |  1.49 |   5936 | C++ |
| 12439630 | 2014-09-23 16:48:49 |  WORDCNT2 |       TLE | -1.00 |   9424 | C++ |
| 12439605 | 2014-09-23 16:45:49 |  WORDCNT2 |       TLE | -1.00 |   9424 | C++ |
| 12439590 | 2014-09-23 16:44:35 |  WORDCNT2 |       TLE | -1.00 |   9032 | C++ |
| 12388564 | 2014-09-16 20:05:35 |  STRCOUNT |        AC |  0.00 |   5400 | C++ |
| 12388557 | 2014-09-16 20:04:38 |  STRCOUNT |        AC |  0.00 |   5400 | C++ |
| 12388552 | 2014-09-16 20:04:20 |  STRCOUNT |        AC |  0.00 |   5400 | C++ |
| 12388550 | 2014-09-16 20:04:10 |  STRCOUNT |        AC |  0.00 |   5400 | C++ |
| 12381123 | 2014-09-15 18:37:55 |       LKS |        AC |  1.78 |  18448 | C++ |
| 12381115 | 2014-09-15 18:37:13 |       LKS |       TLE | -1.00 |  18448 | C++ |
| 12381099 | 2014-09-15 18:36:16 |       LKS |       TLE | -1.00 |  18320 | C++ |
| 12381068 | 2014-09-15 18:30:11 |       LKS |        AC |  1.80 |  18320 | C++ |
| 12381049 | 2014-09-15 18:26:11 |       LKS |        RE |  0.00 |   4384 | C++ |
| 12380943 | 2014-09-15 18:10:14 |       LKS |       TLE | -1.00 |  18448 | C++ |
| 12380938 | 2014-09-15 18:09:38 |       LKS |       TLE | -1.00 |  18320 | C++ |
| 12379996 | 2014-09-15 15:52:15 |       LKS |        CE |  0.00 |      0 | C++ |
| 12379980 | 2014-09-15 15:50:00 |       LKS |        RE |  0.00 |   4248 | C++ |
| 12379917 | 2014-09-15 15:42:42 |       LKS |        RE |  0.00 |   4248 | C++ |
| 12378956 | 2014-09-15 13:10:35 |  PUCMM210 |        AC |  0.39 |  10504 | C++ |
| 12378076 | 2014-09-15 10:22:01 |  PUCMM210 |        WA |  0.18 |  10504 | C++ |
| 12367783 | 2014-09-13 19:39:16 |       LKS |        AC |  1.54 |  18448 | C++ |
| 12364950 | 2014-09-13 12:14:38 |    EC_MUN |        AC |  0.00 |   4088 | C++ |
| 12363471 | 2014-09-13 08:39:37 |  BACKPACK |        AC |  0.00 |   2852 | C++ |
| 12363449 | 2014-09-13 08:35:05 |  BACKPACK |        WA |  1.95 |   2852 | C++ |
| 12363366 | 2014-09-13 08:14:30 |  BACKPACK |        WA |  0.02 |   2844 | C++ |
| 12363125 | 2014-09-13 07:08:02 |  BACKPACK |        WA |  0.03 |   2844 | C++ |
| 12363118 | 2014-09-13 07:06:14 |  BACKPACK |        WA |  0.01 |   2844 | C++ |
| 12363053 | 2014-09-13 06:31:08 |  TEMPTISL |        AC |  0.00 |   2712 | C++ |
| 12361162 | 2014-09-12 20:34:36 |      GSS3 |        AC |  0.04 |   5272 | C++ |
| 12360966 | 2014-09-12 20:06:40 |  BENEFACT |        AC |  0.02 |   4056 | C++ |
| 12360828 | 2014-09-12 19:42:15 |   CSTREET |        AC |  0.12 |   7388 | C++ |
| 12360506 | 2014-09-12 18:49:39 |    BITMAP |        AC |  0.06 |   2956 | C++ |
| 12359245 | 2014-09-12 15:23:46 |   UCBINTA |        AC |  0.01 |   6672 | C++ |
| 12356758 | 2014-09-12 08:02:18 |      NGON |        AC |  0.21 |  10664 | C++ |
| 12356434 | 2014-09-12 06:29:48 |  SCUBADIV |        AC |  0.01 |   2716 | C++ |
| 12352815 | 2014-09-11 18:44:26 |      NGON |        WA |  1.20 |   3560 | C++ |
| 12352703 | 2014-09-11 18:26:44 |      NGON |        WA |  1.02 |   3124 | C++ |
| 12301412 | 2014-09-04 08:31:25 |      NDIV |        AC |  0.00 |   2764 | C++ |
| 12253113 | 2014-08-28 17:25:27 |    AMR11C |       TLE | -1.00 |   4280 | C++ |
| 12252853 | 2014-08-28 16:52:39 |    AMR11C |       TLE | -1.00 |   4164 | C++ |
| 12250852 | 2014-08-28 11:27:59 |   KOPC12A |        AC |  0.04 |   2928 | C++ |
| 12243730 | 2014-08-27 08:39:12 |  FACEFRND |        AC |  0.00 |   2820 | C++ |
| 12195864 | 2014-08-20 19:40:31 |  POWERCAR |        AC |  1.58 |   2836 | C++ |
| 12195799 | 2014-08-20 19:29:41 |  POWERCAR |        WA |  0.14 |   2836 | C++ |
| 12195557 | 2014-08-20 18:47:36 |   CNTINDX |        AC |  0.56 |   5432 | C++ |
| 12195411 | 2014-08-20 18:22:38 |   CNTINDX |        WA |  0.61 |   5560 | C++ |
| 12195326 | 2014-08-20 18:08:39 |   CNTINDX |        WA |  0.20 |   5168 | C++ |
| 12189535 | 2014-08-19 21:50:56 |     SUBSN |        AC |  0.04 |   2944 | C++ |
| 12189336 | 2014-08-19 21:26:13 |     SUBSN |        RE |  0.02 |   2824 | C++ |
| 12189315 | 2014-08-19 21:24:37 |     SUBSN |        RE |  0.01 |   2824 | C++ |
| 12189285 | 2014-08-19 21:19:18 |     SUBSN |        RE |  0.02 |   2824 | C++ |
| 12189266 | 2014-08-19 21:17:38 |     SUBSN |        CE |  0.00 |      0 | C++ |
| 12095843 | 2014-08-06 18:46:02 |    CTFLAG |       TLE | -1.00 |   2928 | C++ |
| 12095547 | 2014-08-06 18:03:20 |     JNEXT |        AC |  0.16 |   2820 | C++ |
| 12093051 | 2014-08-06 10:07:54 |      NDIV |        WA |  0.92 |   4048 | PYT |
| 12087268 | 2014-08-05 10:15:58 |  CLASSICO |        AC |  0.04 |   2696 | C++ |
| 12086956 | 2014-08-05 09:04:40 |   MINVEST |        AC |  0.01 |   3076 | C++ |
| 12020751 | 2014-07-25 21:57:05 |  ROMAN008 |        WA |  0.00 |   2828 | C++ |
| 11983345 | 2014-07-20 10:49:09 |     CITY2 |        AC |  0.02 |   3212 | C++ |
| 11983248 | 2014-07-20 10:28:56 |     CITY2 |        WA |  0.15 |   3212 | C++ |
| 11983244 | 2014-07-20 10:28:12 |     CITY2 |        CE |  0.00 |      0 | C++ |
| 11979895 | 2014-07-19 19:03:52 |     CITY2 |       TLE | -1.00 |   3212 | C++ |
| 11979886 | 2014-07-19 19:02:34 |     CITY2 |       TLE | -1.00 |   2824 | C++ |
| 11979867 | 2014-07-19 18:59:08 |     CITY2 |       TLE | -1.00 |   3336 | C++ |
| 11979857 | 2014-07-19 18:57:38 |     CITY2 |       TLE | -1.00 |   3308 | C++ |
| 11979848 | 2014-07-19 18:56:40 |     CITY2 |       TLE | -1.00 |   1664 |  BF |
| 11979757 | 2014-07-19 18:41:44 |    ASCII1 |         2 |  0.00 |   1660 |  BF |
| 11979753 | 2014-07-19 18:41:08 |   FSTCHAR |         2 |  0.00 |   1868 |  BF |
| 11979336 | 2014-07-19 17:32:02 |  ANARC08E |        AC |  0.00 |   2688 | C++ |
| 11927480 | 2014-07-11 12:05:30 |    INGRED |        AC |  0.10 |   2868 | C++ |
| 11874337 | 2014-07-02 19:04:48 |    AMR10C |        AC |  0.00 |   2688 | C++ |
| 11874199 | 2014-07-02 18:43:27 |    JOCHEF |        AC |  0.23 |   2884 | C++ |
| 11874120 | 2014-07-02 18:32:57 |    JOCHEF |        WA |  0.02 |   2856 | C++ |
| 11872233 | 2014-07-02 13:59:59 |  HISTOGRA |        AC |  0.04 |   2936 | C++ |
| 11872135 | 2014-07-02 13:46:19 |  HISTOGRA |        WA |  0.43 |   2936 | C++ |
| 11872124 | 2014-07-02 13:44:49 |  HISTOGRA |        WA |  1.22 |   2824 | C++ |
| 11869011 | 2014-07-01 23:42:45 |     PAUWS |        AC |  0.75 |   3180 | C++ |
| 11869006 | 2014-07-01 23:40:43 |     PAUWS |       TLE | -1.00 |   3072 | C++ |
| 11868851 | 2014-07-01 22:49:16 |       STK |        AC |  2.10 |   2888 | C++ |
| 11868698 | 2014-07-01 22:18:54 |       STK |       TLE | -1.00 |  82688 | C++ |
| 11868639 | 2014-07-01 22:08:08 |       STK |       TLE | -1.00 |  38272 | C++ |
| 11868030 | 2014-07-01 20:13:30 |  DIVISION |        AC |  0.24 |   2688 | C++ |
| 11867932 | 2014-07-01 19:51:25 |  MIDEARTH |        AC |  0.13 |   2824 | C++ |
| 11867914 | 2014-07-01 19:48:13 |  MIDEARTH |        WA |  0.12 |   2824 | C++ |
| 11867903 | 2014-07-01 19:46:07 |  MIDEARTH |        WA |  0.13 |   2824 | C++ |
| 11867884 | 2014-07-01 19:41:38 |  MIDEARTH |        RE |  0.01 |   2824 | C++ |
| 11867873 | 2014-07-01 19:40:04 |  MIDEARTH |       TLE | -1.00 |   2824 | C++ |
| 11867674 | 2014-07-01 19:07:12 |  MIDEARTH |        WA |  0.04 |   2824 | C++ |
| 11848329 | 2014-06-28 19:38:14 |  SAMER08A |        AC |  0.17 |   3808 | C++ |
| 11848323 | 2014-06-28 19:37:41 |  SAMER08A |        CE |  0.00 |      0 |   C |
| 11848116 | 2014-06-28 18:51:49 |     WPC5I |        AC |  0.46 |   2820 | C++ |
| 11847912 | 2014-06-28 18:14:48 |  ANARC05B |        AC |  0.28 |   4408 | C++ |
| 11837061 | 2014-06-27 06:59:32 |       CWB |        AC |  0.00 |   2848 | C++ |
| 11827612 | 2014-06-25 20:01:58 |   LARSUBP |        AC |  0.04 |   2932 | C++ |
| 11827579 | 2014-06-25 19:58:01 |   LARSUBP |        WA |  0.01 |   2932 | C++ |
| 11584162 | 2014-05-15 17:11:42 |       KIT |        AC |  0.00 |   2824 | C++ |
| 11580567 | 2014-05-15 06:57:38 |       LKS |        AC |  1.51 |  18448 | C++ |
| 11578614 | 2014-05-14 21:17:45 |      QCJ1 |        AC |  0.00 |   2688 | C++ |
| 11578431 | 2014-05-14 20:41:15 |        DP |        AC |  0.27 |  38584 | C++ |
| 11578424 | 2014-05-14 20:40:13 |        DP |        WA |  3.47 |  38584 | C++ |
| 11576769 | 2014-05-14 17:06:33 |      QCJ2 |        AC |  0.00 |   2732 | C++ |
| 11381566 | 2014-04-03 10:32:12 |     WPC5I |        WA |  0.00 |   2688 | C++ |
| 11381508 | 2014-04-03 10:22:24 |     WPC5I |        WA |  0.00 |   2688 | C++ |
| 11380536 | 2014-04-03 06:41:22 |     WPC5I |        WA |  0.00 |   2688 | C++ |
| 11380532 | 2014-04-03 06:39:43 |     WPC5I |        WA |  0.00 |   2688 | C++ |
| 11345706 | 2014-03-28 14:06:29 |  VFRIENDS |        WA |  0.00 |   3080 | C++ |
| 11345406 | 2014-03-28 13:10:39 |  IITWPC4C |        AC |  0.03 |  19248 | C++ |
| 11345370 | 2014-03-28 13:01:07 |  IITWPC4C |       TLE | -1.00 |   2964 | C++ |
| 11345363 | 2014-03-28 13:00:24 |  IITWPC4C |       TLE | -1.00 |   2832 | C++ |
| 11326802 | 2014-03-25 21:03:13 |    PAWAN1 |        AC |  0.00 |   2688 | C++ |
| 11300336 | 2014-03-22 10:34:20 |    SNGMSG |        AC |  0.06 |   2820 | C++ |
| 11300146 | 2014-03-22 10:17:40 |    INS14K |        AC |  0.03 |   2836 | C++ |
| 11300141 | 2014-03-22 10:16:23 |    INS14K |        RE |  0.00 |   2828 | C++ |
| 11299431 | 2014-03-22 08:44:46 |    INS14C |        AC |  0.14 |   2824 | C++ |
| 11299012 | 2014-03-22 07:40:04 |  VACATION |        AC |  0.13 |   3164 | C++ |
| 11293837 | 2014-03-21 15:27:00 |       NR2 |        AC |  0.14 |   2688 | C++ |
| 11293756 | 2014-03-21 15:16:38 |    MSCHED |        AC |  0.00 |   2948 | C++ |
| 11293481 | 2014-03-21 14:39:02 |    MSCHED |        WA |  0.00 |   2724 | C++ |
| 11293443 | 2014-03-21 14:34:12 |       NR2 |       TLE | -1.00 |  10504 | C++ |
| 11293361 | 2014-03-21 14:23:41 |       NR2 |        WA |  0.03 |   6592 | C++ |
| 11204794 | 2014-03-07 17:49:45 |   GUESSN1 |        WA |  0.00 |   2820 | C++ |
| 11204760 | 2014-03-07 17:45:02 |   GUESSN1 |        WA |  0.00 |   2824 | C++ |
| 11204678 | 2014-03-07 17:35:56 |   GUESSN1 |        WA |  0.00 |   2824 | C++ |
| 11204651 | 2014-03-07 17:31:48 |   GUESSN1 |        WA |  0.00 |   2824 | C++ |
| 11204216 | 2014-03-07 16:42:23 |     EMTY2 |        AC |  0.01 |   2932 | C++ |
| 11204199 | 2014-03-07 16:40:50 |     EMTY2 |        WA |  0.00 |   2820 | C++ |
| 11204155 | 2014-03-07 16:33:47 |   GOPI_SW |        AC |  0.35 |   6592 | C++ |
| 11204102 | 2014-03-07 16:26:30 |   GOPI_SW |        WA |  0.33 |   2688 | C++ |
| 11166748 | 2014-03-02 07:59:25 |  VFRIENDS |        WA |  0.00 |   3080 | C++ |
| 11151921 | 2014-02-28 05:15:05 |    UOFTCF |        AC |  0.05 |   2716 | C++ |
| 11151790 | 2014-02-28 04:55:20 |    UOFTCF |        WA |  0.05 |   2716 | C++ |
| 11151783 | 2014-02-28 04:53:53 |    UOFTCF |       TLE | -1.00 |   2716 | C++ |
| 11145147 | 2014-02-27 09:04:58 |    UOFTCC |        AC |  0.03 |   3080 | C++ |
| 11145135 | 2014-02-27 09:02:58 |    UOFTCC |        WA |  0.03 |   3080 | C++ |
| 11135263 | 2014-02-25 17:44:04 |    UOFTCD |        AC |  0.00 |   2688 | C++ |
| 11135240 | 2014-02-25 17:41:45 |    UOFTCD |        WA |  0.00 |   2688 | C++ |
| 11132259 | 2014-02-25 11:14:57 |    UOFTCE |        AC |  0.06 |   2880 | C++ |
| 11132191 | 2014-02-25 10:51:51 |    UOFTCE |        AC |  0.07 |   2928 | C++ |
| 11132181 | 2014-02-25 10:47:22 |    UOFTCE |        WA |  0.07 |   2928 | C++ |
| 11132170 | 2014-02-25 10:43:51 |    UOFTCE |        WA |  0.07 |   2928 | C++ |
| 11132161 | 2014-02-25 10:40:45 |    UOFTCE |        WA |  0.07 |   2928 | C++ |
| 11132125 | 2014-02-25 10:32:39 |    UOFTCE |        WA |  0.04 |   2928 | C++ |
| 11132102 | 2014-02-25 10:27:24 |    UOFTCE |        WA |  0.03 |   2880 | C++ |
| 11085708 | 2014-02-18 09:54:18 |       TUG |        WA |  0.81 |   5188 | C++ |
| 11085561 | 2014-02-18 09:27:31 |       TUG |        WA |  0.61 |   5188 | C++ |
| 11085536 | 2014-02-18 09:23:28 |       TUG |        WA |  0.71 |   5188 | C++ |
| 11085511 | 2014-02-18 09:18:06 |       TUG |        WA |  0.71 |   5188 | C++ |
| 11084770 | 2014-02-18 06:21:11 |       TUG |        WA |  0.06 |   5188 | C++ |
| 11084740 | 2014-02-18 06:11:29 |       TUG |        WA |  0.07 |   4200 | C++ |
| 11072326 | 2014-02-16 10:47:21 |  IITKWPCI |        AC |  0.04 |   2952 | C++ |
| 11071354 | 2014-02-16 06:10:04 |  RLCIPHER |        AC |  0.04 |   2688 | C++ |
| 11071292 | 2014-02-16 05:51:46 |    RLTOUR |        AC |  0.31 |   2700 | C++ |
| 11071284 | 2014-02-16 05:49:29 |    RLTOUR |        AC |  0.36 |   4256 | C++ |
| 11071257 | 2014-02-16 05:35:54 |  IITWPC4C |        WA |  0.00 |   6604 | C++ |
| 11068626 | 2014-02-15 17:22:26 |  IITWPC4C |        WA |  0.01 |   6604 | C++ |
| 11066202 | 2014-02-15 11:30:00 |   NAUGHTY |        AC |  0.35 |   4640 | C++ |
| 11066194 | 2014-02-15 11:28:18 |   NAUGHTY |        WA |  0.13 |   4640 | C++ |
| 11066192 | 2014-02-15 11:26:51 |   NAUGHTY |        WA |  0.13 |   4640 | C++ |
| 11062860 | 2014-02-14 20:16:13 |  IITWPC4C |        WA |  0.02 |   2832 | C++ |
| 11061198 | 2014-02-14 15:43:06 |   CPCRC1C |        AC |  0.00 |   7744 | PYT |
| 11053148 | 2014-02-13 07:48:34 |      YAPP |        AC |  0.03 |   2628 | C++ |
| 11053146 | 2014-02-13 07:48:01 |      YAPP |        WA |  0.28 |   2628 | C++ |
| 11053142 | 2014-02-13 07:47:03 |      YAPP |        CE |  0.00 |      0 | C++ |
| 11053141 | 2014-02-13 07:46:23 |      YAPP |        CE |  0.00 |      0 | C++ |
| 11052970 | 2014-02-13 06:09:40 |  SAFECRAC |        AC |  0.02 |  11288 | C++ |
| 11052956 | 2014-02-13 06:04:47 |  SAFECRAC |        WA |  0.18 |  11288 | C++ |
| 11051411 | 2014-02-12 20:33:01 |        HG |        AC |  0.39 |   2880 | C++ |
| 11051390 | 2014-02-12 20:29:29 |        HG |        WA |  0.00 |   2880 | C++ |
| 11051384 | 2014-02-12 20:28:59 |        HG |        WA |  0.06 |   2880 | C++ |
| 11051277 | 2014-02-12 20:04:13 |        HG |        WA |  0.22 |   2880 | C++ |
| 11045725 | 2014-02-11 19:21:14 |  CRNVALEN |        AC |  0.06 |   2764 | C++ |
| 11045659 | 2014-02-11 19:03:04 |  CRNVALEN |        WA |  0.06 |   2764 | C++ |
| 11045529 | 2014-02-11 18:35:22 |  IITWPC4H |        AC |  0.67 |   2820 | C++ |
| 11045524 | 2014-02-11 18:34:15 |  IITWPC4H |        RE |  0.00 |   2820 | C++ |
| 11045504 | 2014-02-11 18:30:19 |  IITWPC4H |        RE |  0.67 |   2820 | C++ |
| 11044295 | 2014-02-11 14:34:49 |  PR003004 |        AC |  0.00 |   4048 | PYT |
| 11032989 | 2014-02-09 10:07:40 |  IITWPC4J |        AC |  4.25 |   7140 | C++ |
| 11003799 | 2014-02-04 20:55:26 |    INCSEQ |        AC |  0.18 |  22616 | C++ |
| 11003791 | 2014-02-04 20:54:21 |    INCSEQ |        RE |  0.94 |  21440 | C++ |
| 11003778 | 2014-02-04 20:51:07 |    INCSEQ |        RE |  0.97 |  21440 | C++ |
| 11003751 | 2014-02-04 20:47:18 |    INCSEQ |        WA |  0.02 |  21440 | C++ |
| 11003314 | 2014-02-04 19:39:11 |   AGGRCOW |        AC |  0.04 |   3208 | C++ |
| 10999559 | 2014-02-04 10:16:45 |  IITWPC4D |        AC |  1.00 |   3860 | C++ |
| 10999472 | 2014-02-04 09:55:02 |  IITWPC4D |        WA |  0.00 |   3860 | C++ |
| 10999467 | 2014-02-04 09:52:38 |  IITWPC4D |        WA |  0.00 |   3860 | C++ |
| 10999425 | 2014-02-04 09:38:31 |  IITWPC4B |        AC |  0.32 |   2688 | C++ |
| 10999415 | 2014-02-04 09:34:51 |  IITWPC4B |        WA |  0.31 |   2688 | C++ |
| 10996926 | 2014-02-03 20:22:36 |     GSHOP |        AC |  0.00 |   3080 | C++ |
| 10996873 | 2014-02-03 20:14:12 |     GSHOP |        WA |  0.00 |   3080 | C++ |
| 10996167 | 2014-02-03 18:27:37 |    SNGINT |        AC |  0.01 |   2824 | C++ |
| 10996012 | 2014-02-03 17:55:42 |  IITWPC4A |        AC |  0.26 |   2824 | C++ |
| 10995949 | 2014-02-03 17:43:00 |  IITWPC4A |        WA |  0.00 |   2820 | C++ |
| 10995849 | 2014-02-03 17:29:15 |  IITWPC4A |        WA |  0.10 |   2820 | C++ |
| 10995818 | 2014-02-03 17:22:15 |  IITWPC4A |        WA |  0.10 |   2820 | C++ |
| 10994914 | 2014-02-03 14:36:57 |     LOPOV |        AC |  0.27 |  12168 | C++ |
| 10993498 | 2014-02-03 09:02:39 |   KURUK14 |        AC |  0.00 |   2824 | C++ |
| 10992934 | 2014-02-03 05:22:02 |    CRAN01 |        AC |  0.00 |   2688 | C++ |
| 10969353 | 2014-01-30 10:21:36 |     PIHU1 |        AC |  0.00 |   2692 | C++ |
| 10969340 | 2014-01-30 10:18:40 |     PIHU1 |        WA |  0.00 |   2692 | C++ |
| 10968967 | 2014-01-30 09:08:34 |      GSS1 |        AC |  0.18 |   5268 | C++ |
| 10968964 | 2014-01-30 09:07:49 |      GSS1 |        CE |  0.00 |      0 | C++ |
| 10968740 | 2014-01-30 08:20:21 |      ROCK |        AC |  0.02 |   3292 | C++ |
| 10966025 | 2014-01-29 19:46:17 |     PT07Z |        AC |  0.00 |   3248 | C++ |
| 10965623 | 2014-01-29 18:47:17 |      GSS1 |        WA |  0.20 |   5268 | C++ |
| 10965615 | 2014-01-29 18:46:39 |      GSS1 |        CE |  0.00 |      0 | C++ |
| 10965513 | 2014-01-29 18:34:37 |      GSS1 |        WA |  0.18 |   5268 | C++ |
| 10965476 | 2014-01-29 18:30:06 |      GSS1 |        WA |  0.23 |   5268 | C++ |
| 10964519 | 2014-01-29 16:27:56 |      SPCJ |        AC |  1.08 |   3704 | C++ |
| 10964501 | 2014-01-29 16:25:36 |      SPCJ |        WA |  0.14 |  11624 | C++ |
| 10964488 | 2014-01-29 16:23:48 |      SPCJ |        RE |  0.04 |   3616 | C++ |
| 10964290 | 2014-01-29 16:02:20 |  DCEPC807 |        AC |  0.00 |   3664 | C++ |
| 10963953 | 2014-01-29 15:21:55 |       RKS |        AC |  0.00 |   2828 | C++ |
| 10963851 | 2014-01-29 15:11:10 |    PENCIL |        AC |  0.00 |   2688 | C++ |
| 10963197 | 2014-01-29 13:41:59 |  DCEPC206 |        AC |  0.03 |  10896 | C++ |
| 10963128 | 2014-01-29 13:30:12 |     ABSP1 |        AC |  0.01 |   2804 | C++ |
| 10963126 | 2014-01-29 13:29:58 |     ABSP1 |        AC |  0.02 |   2804 | C++ |
| 10963046 | 2014-01-29 13:19:04 |     ABSP1 |        AC |  0.01 |   2808 | C++ |
| 10955280 | 2014-01-28 09:51:26 |       RLE |        AC |  0.00 |   2784 | C++ |
| 10955277 | 2014-01-28 09:50:32 |       RLE |        WA |  0.00 |   2784 | C++ |
| 10954701 | 2014-01-28 06:40:09 |    SHAKTI |        AC |  0.02 |   2688 | C++ |
| 10950066 | 2014-01-27 14:02:03 |      FRND |        AC |  0.30 |   6724 | C++ |
| 10949036 | 2014-01-27 10:20:47 |     ATOMS |        AC |  0.40 |   4048 | PYT |
| 10948952 | 2014-01-27 09:53:15 |      SPCU |        AC |  1.38 |   2688 | C++ |
| 10933405 | 2014-01-24 20:28:22 |      SPCU |        WA |  0.00 |   2252 |   C |
| 10913429 | 2014-01-21 19:40:09 |      LITE |        AC |  0.48 |   4004 | C++ |
| 10912734 | 2014-01-21 17:59:10 |     CHOTU |        AC |  0.00 |   2820 | C++ |
| 10903697 | 2014-01-20 09:24:01 |       RLE |        WA |  0.00 |   2708 | C++ |
| 10874141 | 2014-01-15 17:16:17 |   MKMONEY |        AC |  0.00 |   2824 | C++ |
| 10874119 | 2014-01-15 17:13:23 |   MKMONEY |        WA |  0.00 |   2824 | C++ |
| 10871365 | 2014-01-15 10:28:51 |       RLE |        WA |  0.02 |   2784 | C++ |
| 10868166 | 2014-01-14 19:05:10 |      SPCU |        WA |  0.00 |   2688 | C++ |
| 10867972 | 2014-01-14 18:37:05 |  NOVICE63 |        AC |  0.00 |   2848 | C++ |
| 10867695 | 2014-01-14 17:53:00 |  NOVICE63 |        WA |  0.00 |   2848 | C++ |
| 10867548 | 2014-01-14 17:32:36 |    MAIN72 |        AC |  0.00 |   2916 | C++ |
| 10866405 | 2014-01-14 14:39:46 |    BADXOR |        AC |  0.17 |   6800 | C++ |
| 10863704 | 2014-01-14 07:42:00 |      SPCQ |        AC |  0.11 |   2820 | C++ |
| 10863320 | 2014-01-14 05:56:37 |    ABCLOG |        AC |  0.00 |   2820 | C++ |
| 10861557 | 2014-01-13 19:42:54 |      SPCU |        WA |  0.00 |   3568 | C++ |
| 10861496 | 2014-01-13 19:33:46 |      SPCU |        WA |  0.00 |   3568 | C++ |
| 10861073 | 2014-01-13 18:41:27 |      HOMO |        AC |  1.27 |   4408 | C++ |
| 10861050 | 2014-01-13 18:38:08 |      HOMO |       TLE | -1.00 |   4792 | C++ |
| 10858378 | 2014-01-13 11:19:35 |      SPCS |        AC |  0.01 |   2932 | C++ |
| 10848148 | 2014-01-11 17:40:13 |       XYI |        AC |  0.00 |   2820 | C++ |
| 10841892 | 2014-01-10 18:19:22 |  ANARC09A |        AC |  0.00 |   2888 | C++ |
| 10841711 | 2014-01-10 17:58:24 |      GSS1 |        CE |  0.00 |      0 | C++ |
| 10841703 | 2014-01-10 17:57:36 |      GSS1 |        CE |  0.00 |      0 | C++ |
| 10835636 | 2014-01-09 21:16:01 |  KFRIENDS |        AC |  0.02 |   2828 | C++ |
| 10835460 | 2014-01-09 20:45:23 |   CUTCAKE |        AC |  0.00 |   2688 | C++ |
| 10835331 | 2014-01-09 20:26:07 |     CF33C |        AC |  0.85 |   4820 | C++ |
| 10834088 | 2014-01-09 17:38:33 |    ASSIGN |       TLE | -1.00 | 166528 | C++ |
| 10831061 | 2014-01-09 10:55:10 |    ASSIGN |       TLE | -1.00 | 166528 | C++ |
| 10831054 | 2014-01-09 10:54:01 |    ASSIGN |        RE |  0.00 |    100 | C++ |
| 10828538 | 2014-01-08 22:02:44 |       MIB |        AC |  0.03 |   7848 | PYT |
| 10827617 | 2014-01-08 19:23:40 |       RLE |        WA |  0.00 |   2784 | C++ |
| 10827607 | 2014-01-08 19:22:37 |       RLE |        WA |  0.00 |   2784 | C++ |
| 10827527 | 2014-01-08 19:12:43 |       RLE |        WA |  0.00 |   2784 | C++ |
| 10735579 | 2013-12-25 14:47:44 |  FAMWEALT |        AC |  0.00 |  14416 | C++ |
| 10716971 | 2013-12-22 17:08:58 |   GPACALC |        AC |  0.00 |   2824 | C++ |
| 10716923 | 2013-12-22 16:59:00 |      ARMY |        AC |  0.06 |   2688 | C++ |
| 10716552 | 2013-12-22 16:12:47 |    STAMPS |        AC |  0.03 |   2692 | C++ |
| 10716541 | 2013-12-22 16:11:32 |    STAMPS |        CE |  0.00 |      0 | C++ |
| 10716227 | 2013-12-22 15:34:29 |   OFFSIDE |        AC |  0.00 |   2688 | C++ |
| 10682685 | 2013-12-17 13:57:58 |  SUBMERGE |        AC |  0.01 |   3976 | C++ |
| 10682608 | 2013-12-17 13:47:08 |  SUBMERGE |        WA |  0.00 |   3792 | C++ |
| 10682563 | 2013-12-17 13:41:20 |  SUBMERGE |        WA |  0.00 |   3792 | C++ |
| 10674119 | 2013-12-16 15:02:00 |     SUBSN |        WA |  0.17 |   3016 | C++ |
| 10668506 | 2013-12-15 20:14:25 |     SUBSN |        WA |  0.15 |   3016 | C++ |
| 10668479 | 2013-12-15 20:10:27 |     SUBSN |        WA |  0.18 |   3016 | C++ |
| 10668383 | 2013-12-15 19:57:52 |     SUBSN |       TLE | -1.00 |   2828 | C++ |
| 10668327 | 2013-12-15 19:49:16 |     SUBSN |       TLE | -1.00 |   2828 | C++ |
| 10668191 | 2013-12-15 19:25:06 |      NHAY |        AC |  0.04 |   3176 | C++ |
| 10665861 | 2013-12-15 13:42:31 |   LOOPEXP |        AC |  0.00 |   3396 | C++ |
| 10665681 | 2013-12-15 13:15:03 |  FRNDCIRC |        AC |  0.16 |   5700 | C++ |
| 10665665 | 2013-12-15 13:11:22 |  FRNDCIRC |        AC |  0.16 |   5700 | C++ |
